"variant","subvariant","var1","var2","correlation","lower_ci","upper_ci","n_obs","dataset"
"Omicron","BA.2","lead1_viral_load","log_inf",0.96456050894367,0.910805213949266,0.986153693681873,20,"den by subvariant"
"Omicron","BA.2","lead2_viral_load","log_inf",0.943945184489636,0.861130544230378,0.977958301326423,20,"den by subvariant"
"Omicron","BA.2","lead3_viral_load","log_inf",0.888821918834653,0.735643670600605,0.95551753044702,20,"den by subvariant"
"Omicron","BA.2","lead4_viral_load","log_inf",0.864380226143705,0.683175405208246,0.94531386549933,20,"den by subvariant"
"Omicron","BA.2","lag1_viral_load","log_inf",0.811890881452708,0.576485123798487,0.922852339568388,20,"den by subvariant"
"Omicron","BA.2","lag2_viral_load","log_inf",0.665372480462337,0.315843462537881,0.855887721394007,20,"den by subvariant"
"Omicron","BA.2","lag3_viral_load","log_inf",0.553470442935962,0.132585354539271,0.805250602348715,19,"den by subvariant"
"Omicron","BA.2","lag4_viral_load","log_inf",0.43737987665031,-0.0370665636689881,0.750917748735163,18,"den by subvariant"
"Omicron","BA.2","log_lag1_viral_load","log_inf",0.828375196199444,0.609148457809943,0.929988641924303,20,"den by subvariant"
"Omicron","BA.2","log_hosp","log_inf",0.882820282523902,0.722587594871691,0.953026731291575,20,"den by subvariant"
"Omicron","BA.2","log_cases","log_inf",0.976473665005831,0.940238786107662,0.990842033249955,20,"den by subvariant"
"Omicron","BA.2","viral_load","log_cases",0.926769398540397,0.820917137339349,0.971049280605603,20,"den by subvariant"
"Omicron","BA.2","hosp_new","log_cases",0.932104592235872,0.833296942210482,0.973203342409113,20,"den by subvariant"
"Omicron","BA.2","hosp_new_wkly","log_cases",0.918186143013527,0.801207148367811,0.96756864991321,20,"den by subvariant"
"Omicron","BA.2","cases","log_cases",0.87892604956495,0.714176718221091,0.951405451049696,20,"den by subvariant"
"Omicron","BA.2","inf_mean","log_cases",0.868835479112213,0.692601938463093,0.947185680292803,20,"den by subvariant"
"Omicron","BA.2","daily_cases","log_cases",0.879214208576482,0.714797466665673,0.951525557685922,20,"den by subvariant"
"Omicron","BA.2","inf_mean_7dts","log_cases",0.897240412364851,0.75415124872964,0.958995414915374,20,"den by subvariant"
"Omicron","BA.2","daily_cases_7dts","log_cases",0.907239922510173,0.776433964390081,0.963102431213989,20,"den by subvariant"
"Omicron","BA.2","cases_7dts","log_cases",0.898341543042638,0.756588949028749,0.959448947538724,20,"den by subvariant"
"Omicron","BA.2","log_viral_load","log_cases",0.96787428345633,0.918937984773659,0.987461281116185,20,"den by subvariant"
"Omicron","BA.2","lead1_viral_load","log_cases",0.921588066521468,0.808988840330548,0.968950424476661,20,"den by subvariant"
"Omicron","BA.2","lead2_viral_load","log_cases",0.877498720538839,0.711105800363083,0.950810205291435,20,"den by subvariant"
"Omicron","BA.2","lead3_viral_load","log_cases",0.800891717358761,0.555101095073381,0.918047881173365,20,"den by subvariant"
"Omicron","BA.2","lead4_viral_load","log_cases",0.774713237676692,0.505480344129541,0.90647296793771,20,"den by subvariant"
"Omicron","BA.2","lag1_viral_load","log_cases",0.867441370195876,0.689645763461326,0.946600537472011,20,"den by subvariant"
"Omicron","BA.2","lag2_viral_load","log_cases",0.767637793571019,0.492367883271829,0.903310169808141,20,"den by subvariant"
"Omicron","BA.2","lag3_viral_load","log_cases",0.680858524856135,0.328113545753068,0.866961066127401,19,"den by subvariant"
"Omicron","BA.2","lag4_viral_load","log_cases",0.596560121479998,0.179745590483094,0.831771993795764,18,"den by subvariant"
"Omicron","BA.2","log_lag1_viral_load","log_cases",0.920762024941595,0.807095685755041,0.968615179189071,20,"den by subvariant"
"Omicron","BA.2","log_hosp","log_cases",0.950170987931988,0.875967397661911,0.980444395069904,20,"den by subvariant"
"Omicron","BA.2","log_inf","log_cases",0.976473665005831,0.940238786107662,0.990842033249955,20,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","viral_load",0.791279859396285,0.611230117800979,0.893457623507747,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","viral_load",0.71600791720142,0.489529910603999,0.851989874259886,32,"den by subvariant"
"Omicron","BA.4 BA.5","cases","viral_load",0.351227105064841,0.00287997950324761,0.623558029018019,32,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","viral_load",0.397338654938829,0.0203985071615576,0.675378900354531,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","viral_load",0.547504332829669,0.211486546686416,0.767778494047582,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","viral_load",0.565074513549931,0.235659783342092,0.778022420563668,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","viral_load",0.536013820746707,0.195897027201977,0.761017726561296,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","viral_load",0.232704534784148,-0.126238838814187,0.537767735559338,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","viral_load",0.929733357107596,0.859768699758709,0.965439700363155,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","viral_load",0.722164844934697,0.499163818631983,0.855447063076233,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","viral_load",0.409168921868002,0.07053244446918,0.66323963300858,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","viral_load",-0.00154502528591622,-0.350056277261385,0.347341950038521,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","viral_load",-0.363707202695725,-0.632225298399265,-0.0171871065648524,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","viral_load",0.738519130160124,0.525024345530382,0.864572867916179,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","viral_load",0.46124350462357,0.134113949009174,0.697724460177124,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","viral_load",0.204016380001725,-0.155764635784391,0.516007223253336,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","viral_load",-0.0899783595212338,-0.425333188409229,0.267101925746502,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","viral_load",0.712956711938973,0.484776010560739,0.850272180055188,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","viral_load",0.714206339870759,0.48672135221312,0.850976019373995,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","viral_load",0.555898249257638,0.222983926555689,0.772686480933,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","viral_load",0.58305168764602,0.260822181084474,0.788387729820035,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","hosp_new",0.791279859396285,0.611230117800979,0.893457623507747,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","hosp_new",0.952396472573846,0.903873456614842,0.976725341107088,32,"den by subvariant"
"Omicron","BA.4 BA.5","cases","hosp_new",0.505468578499414,0.190312632031786,0.726175111176543,32,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","hosp_new",0.298128517431683,-0.0923550976597625,0.609136705994103,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","hosp_new",0.648169302764289,0.355785140609587,0.824982067626528,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","hosp_new",0.48165271543177,0.124402889326447,0.728356253607168,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","hosp_new",0.755749558898797,0.527117532629372,0.882356813671837,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","hosp_new",0.490183254023961,0.170652498961718,0.716426578683555,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","hosp_new",0.868154114362093,0.744977838342837,0.934083377331892,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","hosp_new",0.527640408508916,0.219286716225256,0.740159662234239,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","hosp_new",0.138234062640606,-0.221124467128713,0.46454196454805,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","hosp_new",-0.209068304549852,-0.51986864131028,0.150611427408265,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","hosp_new",-0.508063758948558,-0.727821474770441,-0.193675871148324,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","hosp_new",0.760567999439528,0.560524943019465,0.876746068954461,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","hosp_new",0.518422066488414,0.207173793677957,0.734367572394373,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","hosp_new",0.257004537850057,-0.100721730895595,0.5558871940419,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","hosp_new",-0.0443000808311006,-0.387021438564784,0.30917573491917,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","hosp_new",0.780614728544714,0.593452903286149,0.887686185362748,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","hosp_new",0.964184842251277,0.927230030432021,0.982542864885342,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","hosp_new",0.503935788364896,0.153267065694057,0.741881440128224,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","hosp_new",0.785731626768128,0.578425808548647,0.897703163577074,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","hosp_new_wkly",0.71600791720142,0.489529910603999,0.851989874259886,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","hosp_new_wkly",0.952396472573846,0.903873456614842,0.976725341107088,32,"den by subvariant"
"Omicron","BA.4 BA.5","cases","hosp_new_wkly",0.465267315034144,0.139141616998371,0.700344259306948,32,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","hosp_new_wkly",0.155655744865307,-0.23847060424275,0.505759164637415,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","hosp_new_wkly",0.598785635556757,0.283210006622306,0.797364960132448,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","hosp_new_wkly",0.355642168788897,-0.0281876876090271,0.648074376765264,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","hosp_new_wkly",0.755905188973749,0.527379626770879,0.882437174495072,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","hosp_new_wkly",0.520800047962275,0.210289359871578,0.735864727308641,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","hosp_new_wkly",0.807462462616511,0.638555644896738,0.902150871740702,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","hosp_new_wkly",0.444676695584708,0.113589962007999,0.686871190196012,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","hosp_new_wkly",0.030300536952478,-0.321799373284967,0.375037810080954,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","hosp_new_wkly",-0.30928975087836,-0.593934213567286,0.0441742560080089,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","hosp_new_wkly",-0.61148635378139,-0.791432786951179,-0.334004734072115,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","hosp_new_wkly",0.782477230720673,0.596544317308792,0.888696509400424,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","hosp_new_wkly",0.528131038072444,0.219934079877469,0.740467054373539,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","hosp_new_wkly",0.287386763929899,-0.0681416753851444,0.578149275450191,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","hosp_new_wkly",-0.0100104711487479,-0.357462539451677,0.339875760908349,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","hosp_new_wkly",0.833985402750298,0.684282005061623,0.916234547049685,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","hosp_new_wkly",0.915215320513885,0.832053111845294,0.958139040752401,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","hosp_new_wkly",0.392386249263633,0.0145330913473269,0.672175275217845,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","hosp_new_wkly",0.78991957885898,0.585725628947116,0.899825362052056,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","cases",0.351227105064841,0.00287997950324761,0.623558029018019,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","cases",0.505468578499414,0.190312632031786,0.726175111176543,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","cases",0.465267315034144,0.139141616998371,0.700344259306948,32,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","cases",0.254938411604166,-0.138499964583172,0.578876128983519,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","cases",0.97956126189993,0.95506807992319,0.990765840920991,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","cases",0.347861305504513,-0.0370577790251707,0.642894540374305,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","cases",0.916376511895972,0.822937281819561,0.961546307901102,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","cases",0.931107328010006,0.862413195790478,0.966127736339945,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","cases",0.420136511429685,0.0836986469798181,0.670593393800675,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","cases",0.453989102900593,0.125092075372649,0.692985270228274,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","cases",0.241813657145708,-0.116728805460912,0.544593194306465,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","cases",0.0892108568711862,-0.267820291205284,0.424699237673385,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","cases",-0.202868075270175,-0.515127748944786,0.156933237163782,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","cases",0.0818096211014776,-0.274727372063057,0.418568948612612,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","cases",-0.216082950168366,-0.525209278387309,0.143423588261017,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","cases",-0.424874852959301,-0.673755293890792,-0.089423428450663,32,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","cases",-0.571297573349994,-0.767168688704466,-0.277973140011188,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","cases",0.11915717605496,-0.239493651243131,0.449193011366397,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","cases",0.499461574239139,0.182556095842287,0.722354576099294,32,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","cases",0.382839962035084,0.00329978131852072,0.665970244616192,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","cases",0.891186267198629,0.772935009083268,0.949604929499706,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","inf_mean",0.397338654938829,0.0203985071615576,0.675378900354531,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","inf_mean",0.298128517431683,-0.0923550976597625,0.609136705994103,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","inf_mean",0.155655744865307,-0.23847060424275,0.505759164637415,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases","inf_mean",0.254938411604166,-0.138499964583172,0.578876128983519,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","inf_mean",0.167908119485942,-0.226569172294206,0.515062985710257,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","inf_mean",0.968589567667183,0.93140384289052,0.985765613288557,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","inf_mean",0.0558388260766481,-0.331209660626897,0.42680238437969,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","inf_mean",0.104644523461546,-0.286780128786542,0.466128239581763,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","inf_mean",0.368461704263822,-0.0134405342767278,0.656549927878521,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","inf_mean",0.73561683296507,0.493575168569468,0.871898481248438,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","inf_mean",0.844305771440687,0.683630668281645,0.926920523011284,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","inf_mean",0.763159023044907,0.539644141763053,0.886174573685827,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","inf_mean",0.432842935340329,0.0632220099845339,0.698042775156569,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","inf_mean",-0.157169874986189,-0.506913344335927,0.237006226146712,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","inf_mean",-0.429417909155529,-0.695879350832111,-0.0590307309806451,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","inf_mean",-0.462866703829688,-0.716802342760836,-0.100529449907386,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","inf_mean",-0.346759061928716,-0.642158571780972,0.0383094379705963,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","inf_mean",-0.053856979117668,-0.42517528170926,0.332978257092829,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","inf_mean",0.306976238427952,-0.0826904531718012,0.615225963001943,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","inf_mean",0.957126320399772,0.907010697495039,0.980508704948338,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","inf_mean",0.037245883389402,-0.347695723798039,0.411442503766442,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","daily_cases",0.547504332829669,0.211486546686416,0.767778494047582,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","daily_cases",0.648169302764289,0.355785140609587,0.824982067626528,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","daily_cases",0.598785635556757,0.283210006622306,0.797364960132448,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases","daily_cases",0.97956126189993,0.95506807992319,0.990765840920991,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","daily_cases",0.167908119485942,-0.226569172294206,0.515062985710257,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","daily_cases",0.273274329667637,-0.119116107805953,0.591832871569098,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","daily_cases",0.939091243320827,0.869302006066891,0.972169704860509,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","daily_cases",0.964674528309639,0.923035131161691,0.983973991487213,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","daily_cases",0.555683965465387,0.222689259514057,0.772561509127925,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","daily_cases",0.403210263065421,0.0273863674101296,0.67916359397546,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","daily_cases",0.17359186594326,-0.22100793533409,0.519351332185144,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","daily_cases",-0.0468270159359826,-0.419384239214253,0.339229908887034,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","daily_cases",-0.32400027384706,-0.626839830599372,0.0638860595318033,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","daily_cases",0.318416988565567,-0.0700837440623469,0.623045662847715,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","daily_cases",-0.0198008167020007,-0.396835003619414,0.362950537157096,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","daily_cases",-0.26650863775022,-0.587071106423584,0.12630346650888,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","daily_cases",-0.42997001382916,-0.696228416069208,-0.0597054717839055,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","daily_cases",0.30465253498504,-0.0852358246244655,0.613630276734557,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","daily_cases",0.612171784014192,0.302531830846111,0.804934051231305,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","daily_cases",0.305741337979908,-0.0840437893391899,0.6143782716885,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","daily_cases",0.91996701822399,0.830184237191495,0.963234585624651,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","inf_mean_7dts",0.565074513549931,0.235659783342092,0.778022420563668,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","inf_mean_7dts",0.48165271543177,0.124402889326447,0.728356253607168,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","inf_mean_7dts",0.355642168788897,-0.0281876876090271,0.648074376765264,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases","inf_mean_7dts",0.347861305504513,-0.0370577790251707,0.642894540374305,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","inf_mean_7dts",0.968589567667183,0.93140384289052,0.985765613288557,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","inf_mean_7dts",0.273274329667637,-0.119116107805953,0.591832871569098,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","inf_mean_7dts",0.185361676843946,-0.209409643858731,0.528176547158841,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","inf_mean_7dts",0.228328786022148,-0.166104264321274,0.559777400989341,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","inf_mean_7dts",0.544577663406869,0.207499552695466,0.766061148577662,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","inf_mean_7dts",0.804324558843974,0.611089773940067,0.907085424357576,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","inf_mean_7dts",0.815322444377648,0.630725607860614,0.912587470782148,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","inf_mean_7dts",0.669877189632887,0.388843659078972,0.836860469244261,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","inf_mean_7dts",0.28656858694631,-0.10487247753344,0.601125187139476,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","inf_mean_7dts",0.0438942049339406,-0.341827976347288,0.416959293280543,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","inf_mean_7dts",-0.310520807160247,-0.617655161835108,0.0787979357426788,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","inf_mean_7dts",-0.418409647127439,-0.688893054473166,-0.0456475390673844,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","inf_mean_7dts",-0.349369041556876,-0.643900375024069,0.035343702665609,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","inf_mean_7dts",0.126762341480345,-0.266075365319391,0.483491710154997,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","inf_mean_7dts",0.479415477415731,0.121537923224696,0.726987610740664,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","inf_mean_7dts",0.989611842090496,0.977023180773,0.99531968899094,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","inf_mean_7dts",0.185163736363662,-0.20960562247999,0.528028737615585,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","daily_cases_7dts",0.536013820746707,0.195897027201977,0.761017726561296,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","daily_cases_7dts",0.755749558898797,0.527117532629372,0.882356813671837,27,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","daily_cases_7dts",0.755905188973749,0.527379626770879,0.882437174495072,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases","daily_cases_7dts",0.916376511895972,0.822937281819561,0.961546307901102,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","daily_cases_7dts",0.0558388260766481,-0.331209660626897,0.42680238437969,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","daily_cases_7dts",0.939091243320827,0.869302006066891,0.972169704860509,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","daily_cases_7dts",0.185361676843946,-0.209409643858731,0.528176547158841,27,"den by subvariant"
"Omicron","BA.4 BA.5","cases_7dts","daily_cases_7dts",0.994863333617293,0.988602120253916,0.99768906280027,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","daily_cases_7dts",0.589904019356597,0.270529942210472,0.792308205735336,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","daily_cases_7dts",0.291700137698353,-0.0993311734679302,0.604689388971708,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","daily_cases_7dts",0.0323609025322029,-0.351988031138761,0.407371387119975,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","daily_cases_7dts",-0.171131122998119,-0.517496854186199,0.223418792640433,27,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","daily_cases_7dts",-0.450760604854433,-0.709282135644303,-0.0853628478502873,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag1_viral_load","daily_cases_7dts",0.512433050822629,0.164433801291668,0.746988539007592,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag2_viral_load","daily_cases_7dts",0.171287565507097,-0.223265665187966,0.517614850142302,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag3_viral_load","daily_cases_7dts",-0.13452750042083,-0.489521845206265,0.258719307867138,27,"den by subvariant"
"Omicron","BA.4 BA.5","lag4_viral_load","daily_cases_7dts",-0.353776672740835,-0.646834949175676,0.0303198540249205,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_lag1_viral_load","daily_cases_7dts",0.48490407920744,0.128577172586278,0.73034179041758,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_hosp","daily_cases_7dts",0.711031331340077,0.453568014296603,0.858956202556489,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_inf","daily_cases_7dts",0.231067116381375,-0.163291824706307,0.561759193648385,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_cases","daily_cases_7dts",0.981427578248098,0.959124753356186,0.991613371474815,27,"den by subvariant"
"Omicron","BA.4 BA.5","viral_load","cases_7dts",0.232704534784148,-0.126238838814187,0.537767735559338,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new","cases_7dts",0.490183254023961,0.170652498961718,0.716426578683555,32,"den by subvariant"
"Omicron","BA.4 BA.5","hosp_new_wkly","cases_7dts",0.520800047962275,0.210289359871578,0.735864727308641,32,"den by subvariant"
"Omicron","BA.4 BA.5","cases","cases_7dts",0.931107328010006,0.862413195790478,0.966127736339945,32,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean","cases_7dts",0.104644523461546,-0.286780128786542,0.466128239581763,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases","cases_7dts",0.964674528309639,0.923035131161691,0.983973991487213,27,"den by subvariant"
"Omicron","BA.4 BA.5","inf_mean_7dts","cases_7dts",0.228328786022148,-0.166104264321274,0.559777400989341,27,"den by subvariant"
"Omicron","BA.4 BA.5","daily_cases_7dts","cases_7dts",0.994863333617293,0.988602120253916,0.99768906280027,27,"den by subvariant"
"Omicron","BA.4 BA.5","log_viral_load","cases_7dts",0.374704220793705,0.0299127558168855,0.639807290563681,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead1_viral_load","cases_7dts",0.270848409186262,-0.0859709441075987,0.56608451609151,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead2_viral_load","cases_7dts",0.0961807049086339,-0.26128206939706,0.430444226517295,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead3_viral_load","cases_7dts",-0.0261755484931248,-0.371484700259391,0.325495224598378,32,"den by subvariant"
"Omicron","BA.4 BA.5","lead4_viral_load","cases_7dts",-0.292494412456733,-0.581849793159603,0.062589063457406,32,"den by subvariant"
